Partcipant ID, Activity ID, Sample Count, Min, Max, Std. Deviation, Average, Mean, Median, Kurtosis, Skewness
1,1,30,-0.21230304,-0.038613087,0.043400876712281,-0.11098547323333334,-0.11098547323333334,-0.11841668999999999,-0.47634087442279105,-0.0007920522909799318
1,1,30,-0.21913175,-0.039347036,0.041179225104284484,-0.11201730250000001,-0.11201730250000001,-0.1170876,-0.02104243130199812,-0.25210529400790976
1,1,30,-0.25543912,-0.010259465,0.040096979333372376,-0.1126359652,-0.1126359652,-0.118830215,4.198620714377072,-0.7821461194869712
1,1,5,-0.10839138,-0.089326453,0.006154405692387507,-0.0979815218,-0.0979815218,-0.097875785,-0.5762626065609471,-0.40056203159273474
1,2,30,-0.15623238,-0.018779209,0.03665549809659897,-0.0981054839,-0.0981054839,-0.108794385,-0.7522665522218444,0.3867799358814283
1,2,23,-0.1538041,-0.017653749,0.03048971443957874,-0.0962539823478261,-0.0962539823478261,-0.10478296,0.17679384664041198,0.6011018237178211
1,3,30,-0.20841776,-0.0086999005,0.054646166351926484,-0.11079871248333334,-0.11079871248333334,-0.12551409,-0.7240558104603161,0.28743841830959105
1,3,19,-0.18932387,0.037288816,0.05857621759165417,-0.10246220947368422,-0.10246220947368422,-0.10227613,-0.3931286432483545,0.5441765141499793
1,4,30,-0.17609097,0.062769317,0.04809827725216065,-0.10049408300000001,-0.10049408300000001,-0.108932325,4.428780378855318,2.170906112110383
1,4,17,-0.20554844,-0.071903067,0.0254342270658729,-0.1116914162352941,-0.1116914162352941,-0.10953993,8.295279857761146,-2.689571204882025
1,5,30,-0.13730782,-0.061668123,0.013196788627518075,-0.11108317323333335,-0.11108317323333335,-0.10960509,4.683782335314485,1.357934212033147
1,5,23,-0.12529627,-0.05735073,0.012811956888926565,-0.10997396273913043,-0.10997396273913043,-0.11126972,9.580452203185109,2.8578620943618316
1,6,30,-0.24533103,0.34665772,0.11750774577172927,-0.06810291746666668,-0.06810291746666668,-0.107554945,3.7199971625619916,1.9616667076368386
1,6,20,-1.0,0.016658077,0.2141879929650621,-0.18085450774999998,-0.18085450774999998,-0.10971427,8.054678141131028,-2.9144874577562545
3,1,30,-0.17853462,-0.005444201,0.034037115706700274,-0.11089236943333333,-0.11089236943333333,-0.111774855,1.523919249058399,0.6073325369290544
3,1,28,-0.18126558,-0.057207626,0.025974584270048343,-0.11458467096428573,-0.11458467096428573,-0.11624736,0.3517838819022696,-0.046975570437893625
3,2,30,-0.24207289,-0.0073177408,0.05049469267883931,-0.10530864915999999,-0.10530864915999999,-0.0963426895,0.4218935798686867,-0.45502903941680084
3,2,29,-0.20126496,-0.037668279,0.04103454846973403,-0.11498508510344829,-0.11498508510344829,-0.11539107,-0.5703661803648505,-0.12899254578097946
3,3,30,-0.24063776,-0.0028824215,0.05552636559999229,-0.11963408448333332,-0.11963408448333332,-0.10737393,0.0010453083473871416,-0.49860254474284865
3,3,19,-0.18415952,-0.033509767,0.046445975751550884,-0.11062261936842105,-0.11062261936842105,-0.11949014,-1.0873245971295664,0.2551211794549805
3,4,30,-0.26823801,0.12938955,0.06779503871447769,-0.08519574800000002,-0.08519574800000002,-0.09658693,3.0849017710354953,0.7689808671385375
3,4,22,-0.2433694,0.060963705,0.05597828632369657,-0.11630633713636364,-0.11630633713636364,-0.108370205,3.350088375360479,0.5675330292810793
3,5,30,-0.13171922,0.18639534,0.05634322136123703,-0.09109668183333333,-0.09109668183333333,-0.10514012,16.70472147595877,3.9753751784852462
3,5,30,-0.20852469,-6.8066622e-05,0.036128328449825844,-0.11188567752073335,-0.11188567752073335,-0.11236322,3.5763783300470218,-0.06567245647926755
3,5,1,-0.1094543,-0.1094543,0.0,-0.1094543,-0.1094543,-0.1094543,nan,nan
3,6,30,-0.12663126,-0.089357985,0.007636378818940668,-0.10771189606666667,-0.10771189606666667,-0.10769505500000001,0.5927819930379639,0.0804631582441075
3,6,30,-0.13887653,0.0014106566,0.02725847452120559,-0.09407311611333333,-0.09407311611333333,-0.099894642,3.0785530088742172,1.4871167463933723
3,6,2,-0.1209007,-0.10617854,0.007361079999999999,-0.11353962000000001,-0.11353962000000001,-0.11353962000000001,-2.0,2.7872440859098623e-15
5,1,30,-0.14537347,-0.042902113,0.0253698748065919,-0.1030768438,-0.1030768438,-0.10698888,-0.07803163034017402,0.5763493085832372
5,1,26,-0.14893085,-0.073804077,0.01973839479128206,-0.11312439107692308,-0.11312439107692308,-0.11179316,-0.687648294036439,0.05559188346111899
5,2,30,-0.17328018,-0.048875244,0.029718617661303858,-0.10404757423333333,-0.10404757423333333,-0.10198117000000001,-0.33830404794387414,-0.2174168094488651
5,2,17,-0.16947034,-0.05341784,0.03346278422076592,-0.11351359452941176,-0.11351359452941176,-0.11877202,-0.9336617468485309,0.1694650357099155
5,3,30,-0.1611223,0.026459586,0.03595039046721538,-0.1004258371,-0.1004258371,-0.10276903,3.0977951850733216,1.249960723294267
5,3,17,-0.16898404,-0.045190189,0.038781058883387357,-0.10013303694117648,-0.10013303694117648,-0.097791672,-1.0659039829715324,-0.17449247852504035
5,4,30,-0.14602717,-0.069621419,0.018980276208344343,-0.11351590496666668,-0.11351590496666668,-0.111773865,-0.3877853214272857,0.22919849329989928
5,4,14,-0.20239962,0.036821869,0.05266515079219604,-0.09787829019285713,-0.09787829019285713,-0.11024137,1.7696133786286028,0.9759573153388893
5,5,30,-0.2236719,0.26737702,0.0847992837614615,-0.09130502953333333,-0.09130502953333333,-0.112260885,9.222534791474066,2.897227890622032
5,5,26,-0.19484921,-0.018811866,0.031971644824524845,-0.11470886434615385,-0.11470886434615385,-0.113005355,2.606566612664203,0.0015465182130105302
5,6,30,-0.13220875,-0.032951663,0.01702981047060956,-0.10664104843333333,-0.10664104843333333,-0.107438585,9.301170092869674,2.503246774438781
5,6,22,-0.13026944,-0.094295318,0.007293338833558913,-0.10970563354545457,-0.10970563354545457,-0.109163525,2.2690708378802364,-1.0266293549938028
6,1,30,-0.16878845,-0.066070577,0.02306231325222381,-0.11353036153333335,-0.11353036153333335,-0.11505631,0.3863155044889317,-0.377533945972431
6,1,27,-0.15322754,-0.053415807,0.02394772888764775,-0.10671739292592593,-0.10671739292592593,-0.10990224,-0.4056543395394936,0.5024045581996757
6,2,30,-0.20330703,-0.043786951,0.03582887576616538,-0.12529923910000001,-0.12529923910000001,-0.11395031,-0.12119123855350233,-0.42393570884513826
6,2,21,-0.1955771,-0.019358747,0.049247883260606105,-0.11748700976190476,-0.11748700976190476,-0.10507119,-0.9402465905175261,-0.10426414201398909
6,3,30,-0.17458003,-0.046958242,0.03357706873509749,-0.11406241676666665,-0.11406241676666665,-0.113477705,-0.9145469569078908,0.2081283048693855
6,3,18,-0.20238227,-0.010348201,0.05327673692095998,-0.09578758861111111,-0.09578758861111111,-0.09856291850000001,-0.8757868774997495,-0.10511865281954828
6,4,30,-0.27145926,-0.03892729,0.03833385353445209,-0.11068654876666666,-0.11068654876666666,-0.10362708,8.180924325011794,-2.3591277892396323
6,4,25,-0.14348204,-0.044732306,0.019379629590027005,-0.10945714464000002,-0.10945714464000002,-0.11075239,3.0578761385703164,1.146169019440145
6,5,30,-0.1541398,-0.089999235,0.013850373413885553,-0.10949269233333335,-0.10949269233333335,-0.11044792,1.8975327460641278,-1.1049492880711813
6,5,27,-0.24360863,0.028879767,0.05562604263202028,-0.11515076485185186,-0.11515076485185186,-0.11348922,1.3399534159695037,-0.11874135597605892
6,6,30,-0.32763493,-0.095512957,0.050774085661784,-0.14149113956666667,-0.14149113956666667,-0.122026685,4.186916676990887,-2.1285268667207755
6,6,27,-0.30708642,-0.082789858,0.038712951589625025,-0.1238178268148148,-0.1238178268148148,-0.11327974,15.68269568650593,-3.848374498025238
7,1,30,-0.18761596,-0.043901703,0.038925790741122804,-0.11269579476666665,-0.11269579476666665,-0.1115919,-0.809636086718116,-0.041593270537895945
7,1,27,-0.18135387,-0.049881098,0.029892050186936345,-0.10893050181481481,-0.10893050181481481,-0.10491195,-0.12036461886353811,-0.03638207884042464
7,2,30,-0.36960062,-0.067768216,0.08555670807555893,-0.14969548826666668,-0.14969548826666668,-0.116519185,1.1032630330938762,-1.4870505341352143
