Partcipant ID, Activity ID, Sample Count, Min, Max, Std. Deviation, Average, Mean, Median, Kurtosis, Skewness
6,1,27,-0.074267917,0.048193488,0.02513833016410345,-0.016428404399259258,-0.016428404399259258,-0.013030997,0.24429804726047522,0.1720717698236259
6,2,30,-0.1152133,0.047099411,0.038044255737545454,-0.028698605094000004,-0.028698605094000004,-0.027239086,-0.13506262918503076,-0.32536315022688095
6,2,21,-0.095164233,0.061344669,0.03773458639185031,-0.02516244338285714,-0.02516244338285714,-0.024830122,-0.36269720464287447,0.25452619212846267
6,3,30,-0.077509538,0.063915756,0.03251368065224396,-0.020620131863333332,-0.020620131863333332,-0.027285122000000002,0.9391434200937709,0.9653410827894722
6,3,18,-0.071273803,0.016279339,0.026486493945445104,-0.017731353729444448,-0.017731353729444448,-0.012544926685,-0.8372683601100865,-0.5382437729272668
6,4,30,-0.093512695,0.075362695,0.02811396284652969,-0.012860036803333337,-0.012860036803333337,-0.0146236,3.88094946410063,0.26546638487947316
6,4,25,-0.052348756,0.056896128,0.017200255081045283,-0.0166685112,-0.0166685112,-0.017201449,11.17206292209332,2.7142375130443313
6,5,30,-0.043515414,0.038647108,0.014340659474747814,-0.018347821943333335,-0.018347821943333335,-0.01735201,6.056899942732926,1.7008567048211802
6,5,27,-0.065645275,0.045743044,0.017515356600228783,-0.01787453357777778,-0.01787453357777778,-0.017158752,5.7544907916070205,0.865787127672407
6,6,30,-0.04095503,0.20536516,0.044008337873363244,-0.00519941984,-0.00519941984,-0.016372509,15.154185456721102,3.9277718355223814
6,6,27,-0.019361724,-0.010512958,0.0026224771590490047,-0.015867913962962964,-0.015867913962962964,-0.01705296,-0.5524617695622367,0.8656842928240486
7,1,30,-0.067027047,0.01128358,0.017598535275072064,-0.018194719289999998,-0.018194719289999998,-0.0172047475,0.39786547198868494,-0.7488356956742709
7,1,27,-0.067271336,0.013031885,0.017210993620596905,-0.019163605407407407,-0.019163605407407407,-0.017606195,0.4861233487339045,-0.4470125940763281
7,2,30,-0.091264496,0.024222825,0.025575496215095795,-0.02551021304333333,-0.02551021304333333,-0.024088856,-0.010512257090345312,-0.329662560756279
7,2,21,-0.12912884,0.010753262,0.032289829383563326,-0.030497739871428575,-0.030497739871428575,-0.026040371,1.8941960094357428,-1.2938849993870007
7,3,30,-0.072246135,0.018650473,0.017653720531649847,-0.015085322636666669,-0.015085322636666669,-0.0160172195,1.9630539136839644,-0.7365918930732794
7,3,17,-0.060131846,0.03432031,0.026569566890991637,-0.019364851405882354,-0.019364851405882354,-0.024805829,-0.9627076475713983,0.2762486869577709
7,4,30,-0.085810553,0.094589695,0.02811475945914308,-0.014213643253333335,-0.014213643253333335,-0.015965675999999998,6.566436903334644,1.6063867319025487
7,4,18,-0.049729652,0.0091553889,0.011447239966757845,-0.015273196721111113,-0.015273196721111113,-0.0146528185,3.103814415940912,-0.9826525400886498
7,5,30,-0.048631737,0.011997995,0.012902757052602964,-0.01854422789333333,-0.01854422789333333,-0.017653883000000002,0.26350384942879934,-0.13610534100268942
7,5,23,-0.034139866,0.069089415,0.020383613044066027,-0.009395520465217392,-0.009395520465217392,-0.015475547,6.858129140270618,2.3675035971239273
7,6,30,-0.11409176,0.12748494,0.037677575023207836,-0.021256414613333333,-0.021256414613333333,-0.019712477,7.159205455433151,1.2386344977467063
7,6,22,-0.06929051,-0.0080093914,0.011398398285887713,-0.019329429518181816,-0.019329429518181816,-0.017187587,13.847918826147264,-3.746066187066882
8,1,30,-0.089967765,0.071488474,0.03520413010369732,-0.014389052789666668,-0.014389052789666668,-0.0091019311,-0.044868201753876846,0.26736642655211046
8,1,18,-0.080917583,0.049112582,0.03788173128287694,-0.025785942766666667,-0.025785942766666667,-0.0238354475,-0.9373836372258206,0.2261921903213087
8,2,30,-0.11546018,0.042787274,0.04341870058683141,-0.03543357343333334,-0.03543357343333334,-0.030650919,-0.8769389347524359,0.0018546006736044783
8,2,11,-0.096271378,0.058712913,0.048930021699135004,-0.00862680509090909,-0.00862680509090909,-0.011958649,-1.0029850664990803,-0.27001492119336673
8,3,30,-0.063385701,0.016284384,0.021281550229180504,-0.021715542363333333,-0.021715542363333333,-0.0243410115,-1.0759476224301499,-0.050601125469895265
8,3,8,-0.063872709,0.0047273938,0.020471684718921083,-0.01881958675,-0.01881958675,-0.015256253000000001,0.27744474002597785,-1.0423235370650328
8,4,30,-0.060821305,0.23568715,0.05109487440937793,-0.005155657386666666,-0.005155657386666666,-0.015476924,14.233690606376047,3.752232093520281
8,4,16,-0.022769555,0.043005178,0.014327660471452596,-0.0096689727625,-0.0096689727625,-0.013385366499999999,8.483833002167968,3.030160859183641
8,5,30,-0.046043575,0.041670599,0.01804528944337181,-0.014322023720000002,-0.014322023720000002,-0.016591371,2.7119114718364976,1.4483885340962441
8,5,24,-0.029301916,0.036388848,0.01143749246072165,-0.015422910458333333,-0.015422910458333333,-0.016815884,14.669993674408008,3.7572130707601294
8,6,30,-0.1084352,0.011963731,0.01841866327680314,-0.01718905449866666,-0.01718905449866666,-0.016670096,17.378486969979665,-3.8307891481651732
8,6,24,-0.15904825,0.036752286,0.031219704002607523,-0.026277072000000002,-0.026277072000000002,-0.0220541535,11.336747031002885,-2.8598343333684033
11,1,30,-0.047273988,0.031861245,0.017663278322669625,-0.016954987714999998,-0.016954987714999998,-0.016581817,0.40889328330470764,0.5576141858364118
11,1,29,-0.048721909,0.01688159,0.018479604404445644,-0.01632957885965517,-0.01632957885965517,-0.014044801,-0.9895735829097436,-0.1853960437634628
11,2,30,-0.1397317,0.010115164,0.03791626296459864,-0.033196212960000006,-0.033196212960000006,-0.0218606125,1.8951204403902047,-1.7038245207450287
11,2,24,-0.12875779,0.038276825,0.0376447712396305,-0.026715243762500004,-0.026715243762500004,-0.023161251,1.8152569874443314,-1.1543848192440178
11,3,30,-0.062333934,0.048729091,0.028780738014844348,-0.01835821610366667,-0.01835821610366667,-0.024168145,-0.47957107285513434,0.5476686340278625
11,3,16,-0.071153563,0.02945461,0.02425684239494474,-0.01678143965625,-0.01678143965625,-0.016196646,-0.06408960065381875,-0.2925986892726105
11,4,30,-0.096001131,0.097026807,0.02750441471936211,-0.014589658080000002,-0.014589658080000002,-0.0164823245,8.843345549376846,1.36779120153025
11,4,23,-0.044176231,0.022357194,0.011066041183708738,-0.015349870713043478,-0.015349870713043478,-0.016978725,4.957287307455925,0.9305439431439411
11,5,30,-0.044150853,-0.0068687057,0.007888489525271353,-0.018103988666666668,-0.018103988666666668,-0.016150581,2.1885155626337998,-1.4177864658992003
11,5,17,-0.036694852,0.019024346,0.01024156353337606,-0.015602206294117649,-0.015602206294117649,-0.017165138,5.7635218460301765,1.74414061214922
11,6,30,-0.035765409,-0.012814795,0.004612235238661791,-0.017764975266666667,-0.017764975266666667,-0.016825899999999998,8.686104827528082,-3.0628762717181437
11,6,27,-0.035256704,-0.0059871592,0.004615639709643307,-0.017542949637037036,-0.017542949637037036,-0.01731638,6.853221492585297,-1.615557123393067
14,1,30,-0.11461562,0.044817032,0.029579917651569785,-0.02411949958333333,-0.02411949958333333,-0.018620605999999998,2.7503413119239912,-1.084650964375636
14,1,29,-0.071644824,0.026166133,0.01933271647628432,-0.0193568538,-0.0193568538,-0.021946415,0.6705774133274058,-0.059323987084618945
14,2,30,-0.11716788,0.023315993,0.03352136306928912,-0.020744120051000004,-0.020744120051000004,-0.00931550395,0.4787672715778313,-0.9836927139604051
14,2,24,-0.097318255,0.061575174,0.03632656380124071,-0.020057190441666668,-0.020057190441666668,-0.023566014,-0.22318501663810197,0.1947649030869399
14,3,30,-0.068854628,0.044742888,0.029958062503887464,-0.019527007053333333,-0.019527007053333333,-0.0180555935,-0.843495637628195,0.1438007785528432
14,3,15,-0.082030839,0.049374042,0.03720734233882531,-0.02098840999066667,-0.02098840999066667,-0.016799522,-0.9085779960851097,0.10237217187955266
14,4,30,-0.041763501,0.24635493,0.048602842782954625,-0.005516543890000001,-0.005516543890000001,-0.01552309,21.0988523924225,4.649509853945377
14,4,24,-0.070431643,0.058623158,0.02031047428900254,-0.012692043075,-0.012692043075,-0.014813119,6.162460775265027,0.8656661124188741
14,5,30,-0.045209944,0.063371893,0.0187019283083956,-0.014007629946666668,-0.014007629946666668,-0.016759064499999997,7.40199498868353,2.287697132369002
14,5,30,-0.056350462,0.015100965,0.01249841505185016,-0.016407996933333335,-0.016407996933333335,-0.0179308445,2.9581408767318527,-0.15591807261427573
14,6,30,-0.042674953,0.1546078,0.03346398280752346,-0.012600035853333332,-0.012600035853333332,-0.0189114535,17.938517393665254,4.175054579227747
14,6,21,-0.034794351,0.17752216,0.042385493626877234,-0.009545935814285715,-0.009545935814285715,-0.019194854,15.081155771978075,4.065472588190555
15,1,30,-0.070152071,0.025226035,0.024331754877214694,-0.014919279916333333,-0.014919279916333333,-0.0097014108,-0.5663149141125867,-0.49982363574373273
15,1,24,-0.066193093,0.021300236,0.024065001188089328,-0.019783091625,-0.019783091625,-0.0248181395,-0.9010687476182926,0.1000183622925691
15,2,30,-0.10637373,0.034978446,0.036763603443757994,-0.03243953566666667,-0.03243953566666667,-0.0238521065,-0.7271666538699875,-0.31022469386935014
15,2,18,-0.070693963,0.027137849,0.025189461345737598,-0.022607136744444447,-0.022607136744444447,-0.022305314,-0.7282105722006342,-0.012523921632068386
15,3,30,-0.057722354,0.083608351,0.032218118184390715,-0.002573925483666666,-0.002573925483666666,-0.00488706755,0.17272987820847385,0.7710071843935925
15,3,12,-0.060440717,0.02611972,0.02662712760822899,-0.013271859441666667,-0.013271859441666667,-0.0119991112,-0.8943377214355293,-0.19110848538950295
15,4,30,-0.0498859,0.25185083,0.04915660524251817,-0.00813424642,-0.00813424642,-0.0163802545,23.10559284448231,4.897055476862658
15,4,29,-0.038677281,0.047898592,0.016195275031199843,-0.01542705495862069,-0.01542705495862069,-0.017188749,6.617672644219299,2.2089252603521112
15,5,30,-0.043080676,0.07105058,0.02001916189773869,-0.017165027,-0.017165027,-0.018215213,9.965660135286058,2.754425076457319
15,5,23,-0.041163451,0.021220823,0.011068554540920957,-0.019899386960869563,-0.019899386960869563,-0.019894245,6.184498442234057,1.7641482899170053
15,6,30,-0.023262179,0.013388161,0.007864514765065186,-0.013656529642999998,-0.013656529642999998,-0.016799627499999997,2.7122068687842606,1.7587050346238133
15,6,30,-0.043284644,-0.011958371,0.006636220864872634,-0.01937856933333333,-0.01937856933333333,-0.0172615405,3.9237316365948,-2.0636106477604845
15,6,12,-0.03161511,-0.0067116585,0.005596340560377564,-0.017190177791666664,-0.017190177791666664,-0.017603489,1.8943506180153342,-0.7248833944621715
16,1,30,-0.054898386,0.014323336,0.015947305795387865,-0.020970425327000004,-0.020970425327000004,-0.020287363500000002,-0.47745178328182547,0.15941394089521196
16,1,21,-0.051397213,0.0046816022,0.01568817368264749,-0.019654789542857144,-0.019654789542857144,-0.014342052,-0.5198988394038802,-0.5475971078365602
16,2,30,-0.10498064,0.10090367,0.030182117644316806,-0.01942819580333333,-0.01942819580333333,-0.018751714,7.664878759634917,1.298834475923958
16,2,21,-0.057274685,0.078216468,0.03213763221398837,-0.00713306406952381,-0.00713306406952381,-0.013127117,0.7665853239497493,0.9283229012575657
16,3,30,-0.058708509,0.024570066,0.016186543476598904,-0.01878725531333333,-0.01878725531333333,-0.0203736435,1.6243017926325996,0.7007268149876283
16,3,17,-0.054439656,0.019740832,0.019967765766177127,-0.017688569670588235,-0.017688569670588235,-0.020436641,-0.605013685176456,0.23100652162561394
16,4,30,-0.03971768,0.092993026,0.03568963470485078,-0.0006143706999999992,-0.0006143706999999992,-0.016106713,1.761272730954869,1.8090724809981609
16,4,30,-0.035859567,-0.0084910473,0.004883069946458222,-0.01771436334333333,-0.01771436334333333,-0.016753146,5.058146632931711,-1.8676668949245092
16,4,9,-0.019895775,-0.0097356304,0.0030317424970146695,-0.017485973822222223,-0.017485973822222223,-0.018468244,1.8758580748869118,1.7625243837596747
16,5,30,-0.025578874,0.096535787,0.020804456463052463,-0.014554196333333335,-0.014554196333333335,-0.018043352,24.106187900014763,5.05739005919977
16,5,30,-0.036252682,0.003804536,0.006797397635767678,-0.01669975587,-0.01669975587,-0.0163927555,2.7990244927866526,0.11838089412646424
16,5,18,-0.079723642,0.012042971,0.018584865913454374,-0.019843271266666667,-0.019843271266666667,-0.018400182,3.7184625133809526,-1.4261648467501904
16,6,30,-0.056556505,-0.0078600982,0.009729177207548713,-0.01878529454,-0.01878529454,-0.0156469965,5.5933680654207265,-2.207464241613097
16,6,30,-0.051117616,0.0055018,0.009491797745381047,-0.015412312557999996,-0.015412312557999996,-0.0167667635,4.911134092928795,-1.177851206515663
16,6,10,-0.028580335,0.0035118055,0.00820826967643725,-0.0136796361,-0.0136796361,-0.0135469005,0.14350922087742468,0.24535578490875415
17,1,30,-0.053617043,-0.0010141093,0.012273150760986949,-0.019501917326666666,-0.019501917326666666,-0.018010058000000002,1.3992579969260106,-1.0897642337366682
17,1,30,-0.041139832,0.0027397577,0.011222282156662383,-0.018539117119,-0.018539117119,-0.016190851,-0.6634324296128047,-0.3265402998221356
17,1,1,0.013491073,0.013491073,0.0,0.013491073,0.013491073,0.013491073,nan,nan
17,2,30,-0.089861762,0.063986855,0.03892009398223946,-0.026367664493333335,-0.026367664493333335,-0.0289762775,-0.42978080915558925,0.443926965009148
17,2,18,-0.052156437,0.030293786,0.023378555385106473,-0.017026056326666664,-0.017026056326666664,-0.0214176245,-0.9906910877256885,0.27155641554043136
17,3,30,-0.046974446,0.015358187,0.016455773115351784,-0.016065661556666666,-0.016065661556666666,-0.015324493500000001,-0.4814994575017262,-0.03683616587778415
17,3,16,-0.063588375,0.03409832,0.02969162829318141,-0.01799271333125,-0.01799271333125,-0.0169128265,-0.8341574007831309,0.24070299048504334
17,4,30,-0.03203151,0.1391304,0.028743853108547154,-0.01180497312,-0.01180497312,-0.017085459499999997,22.3637601017188,4.799371994948126
17,4,30,-0.11972194,0.078199866,0.02688769329430413,-0.016396552523333333,-0.016396552523333333,-0.017090019499999998,9.411166231008739,-0.4288337213296542
17,4,4,-0.022155329,-0.0097778741,0.004560803490462186,-0.014988943025,-0.014988943025,-0.0140112845,-1.0374638382795764,-0.5705634515463898
17,5,30,-0.039041682,0.00082524978,0.0075673636452889435,-0.017293361957333334,-0.017293361957333334,-0.017454877,1.5108098315097438,-0.0796042364355163
17,5,30,-0.037244852,-0.0094302396,0.007053174049663383,-0.018580966643333332,-0.018580966643333332,-0.017204175500000002,0.5246650455889541,-1.0010555520790803
17,5,18,-0.044021877,0.070352177,0.022766306418251756,-0.015661480138888892,-0.015661480138888892,-0.0182348525,8.496607437236664,2.82835212020179
17,6,30,-0.058075114,0.012197956,0.01945776062892074,-0.02058663374666667,-0.02058663374666667,-0.023245909500000002,-1.1054102280827205,0.10974290254639187
17,6,30,-0.037948434,0.093769094,0.02162636328315464,-0.013150266779333333,-0.013150266779333333,-0.016483901000000002,17.02426697956765,3.9324228323862287
17,6,11,-0.028305837,-0.0066957419,0.00694910202809085,-0.016724839272727273,-0.016724839272727273,-0.016241213,-1.3077910331079394,-0.08057596649383508
19,1,30,-0.082669225,0.050891422,0.02747861653405358,-0.017693608993333335,-0.017693608993333335,-0.01289507,0.435873637590773,-0.2302003056372918
19,1,22,-0.086655152,0.031163892,0.02977814770818415,-0.021200653968181812,-0.021200653968181812,-0.016515265,-0.3963735534351085,-0.28342954974414997
19,2,30,-0.17610724,0.040802657,0.057096973658976174,-0.03226249337,-0.03226249337,-0.0196490975,0.7346647097955734,-1.1865942207082611
19,2,10,-0.10820038,0.073728571,0.04935942272883602,-0.024807166199999998,-0.024807166199999998,-0.0332424135,-0.3527575609444207,0.36617395897045113
19,3,30,-0.082889682,0.062190957,0.038888733486507364,-0.014830465972366666,-0.014830465972366666,-0.021785471,-0.7468312946496942,0.3314442487293772
19,3,9,-0.042242993,0.022606349,0.02242527092880225,-0.013806765955555557,-0.013806765955555557,-0.02078636,-1.2465614592840284,0.4161072773749345
19,4,30,-0.045604429,0.018855808,0.013530553856617913,-0.01690081517666667,-0.01690081517666667,-0.01812792,1.2098833176897594,0.7897657524719967
19,4,30,-0.097710155,0.010949171,0.016582455891608904,-0.016668040586666665,-0.016668040586666665,-0.016010051,16.481617040042945,-3.599165712694492
19,4,13,-0.032182425,-0.0032345512,0.008580418392614695,-0.016530793023076924,-0.016530793023076924,-0.015104994,-0.8578540017519809,-0.20806545345232366
19,5,30,-0.045884238,0.046078587,0.014605633292009942,-0.015236748783333335,-0.015236748783333335,-0.0158483315,8.307817458030703,2.0150041549353133
19,5,30,-0.030293659,0.009170528,0.009607906210631153,-0.01463509977,-0.01463509977,-0.0143621935,-0.10636000203250573,0.49508010203425523
19,5,13,-0.062951358,0.036186005,0.025026787126103664,-0.017678935315384614,-0.017678935315384614,-0.016645219,0.03739092576162717,0.3885472521961242
19,6,30,-0.028010879,-0.0081904195,0.0036555248176235013,-0.017831784346666664,-0.017831784346666664,-0.017779511499999998,2.5799279057289244,-0.31902568783964325
19,6,30,-0.029771944,-0.0018516522,0.005334692144886141,-0.017224375556666664,-0.017224375556666664,-0.0171547175,1.7379025893405053,0.16529844888442885
19,6,23,-0.040420009,0.01385747,0.009574828252668952,-0.016137312069565216,-0.016137312069565216,-0.017321755,3.7978213945676034,1.0085065646740667
21,1,30,-0.086873361,0.028060197,0.025441343196028397,-0.01759437673866666,-0.01759437673866666,-0.0214995015,0.13818705367050965,-0.23037832310530004
21,1,22,-0.040401299,0.00040772839,0.012731705925323968,-0.018933743135454546,-0.018933743135454546,-0.017911734999999998,-1.1875220632156938,-0.1572223588406191
21,2,30,-0.095395775,0.041019846,0.029579929645326835,-0.027661823510000003,-0.027661823510000003,-0.0285467545,-0.019438001498543578,-0.20347737013931788
21,2,17,-0.081894987,0.037906073,0.028968214068601787,-0.016769009523529412,-0.016769009523529412,-0.022017305,-0.2572220447150122,-0.18766609124574266
21,3,30,-0.094820058,0.064376929,0.031280787775142586,-0.01612794544,-0.01612794544,-0.00966050215,0.8735191330316012,-0.3208521646820772
21,3,15,-0.09007245,0.041624252,0.03884226627054341,-0.01970272616733333,-0.01970272616733333,-0.011228981,-1.0649688931539245,-0.1204272492487059
21,4,30,-0.020195062,0.0062768909,0.0060724031564896854,-0.012780639673333333,-0.012780639673333333,-0.014825399,2.87394525860422,1.9157816191724755
21,4,30,-0.030407923,-0.010583458,0.003599582424175082,-0.016383526333333332,-0.016383526333333332,-0.0164832175,5.584901611565874,-1.7935379543970391
21,4,25,-0.035205463,0.0080887009,0.007906627311145551,-0.01396630066,-0.01396630066,-0.012731065,1.9840614753475627,-0.019833546423376487
21,5,30,-0.037434476,0.0075014704,0.007720050790021769,-0.01722814974,-0.01722814974,-0.0176486225,2.7809072637734698,0.4975022545704764
21,5,30,-0.1160069,0.0060582569,0.02035740814679367,-0.018464974764333335,-0.018464974764333335,-0.0163665985,14.903485246474418,-3.6706361642899
21,5,29,-0.030250231,0.055307559,0.01465884190568609,-0.014353805644827584,-0.014353805644827584,-0.016847912,14.716440683394278,3.6076119218974165
21,6,30,-0.056728123,-0.010619352,0.008650962001736557,-0.020418712533333334,-0.020418712533333334,-0.01827516,8.789539123577942,-2.898863790743792
21,6,30,-0.028118122,-0.0075072322,0.0037654309420463426,-0.017290861839999998,-0.017290861839999998,-0.017140902,1.8282233470302378,-0.1497011063425458
21,6,30,-0.052490449,0.00016817786,0.007635045356290565,-0.017560340151333332,-0.017560340151333332,-0.0173341475,12.62916430094955,-2.7235661847046924
22,1,30,-0.060603865,0.038811202,0.022486213117509934,-0.013060799966766668,-0.013060799966766668,-0.011491852,-0.1241515883274853,-0.03486673944965714
22,1,16,-0.069051549,0.032804332,0.024433274669446396,-0.02358491235,-0.02358491235,-0.0206594055,0.1976270996469771,0.15706635937770538
22,2,30,-0.12187889,0.040891957,0.03947453750369032,-0.027844592335333335,-0.027844592335333335,-0.018926501499999998,-0.19808109376766003,-0.70659773952109
22,2,12,-0.074323825,0.017616533,0.030474832050547216,-0.024406415558333335,-0.024406415558333335,-0.026782213,-1.2867996486534903,-0.030293111093558183
22,3,30,-0.047625112,0.039067829,0.020214071159918027,-0.021046679302366676,-0.021046679302366676,-0.0247508045,0.6523811508725683,0.865409237902063
22,3,6,-0.043193781,0.037900999,0.025502380220652526,-0.0135662265,-0.0135662265,-0.015662986,0.12054406751830271,1.0386118699120293
22,4,30,-0.047021963,0.039280965,0.012321619411936989,-0.016587869813333333,-0.016587869813333333,-0.0170073445,12.376250549577835,2.5719192197162983
22,4,30,-0.055339017,0.21637088,0.05077998632041779,-0.007722939446666666,-0.007722939446666666,-0.0193985325,11.247582747510632,3.3767885203612553
22,4,2,-0.019892261,-0.016287829,0.0018022160000000006,-0.018090045,-0.018090045,-0.018090045,-1.9999999999999998,-2.8969012080937176e-15
22,5,30,-0.034228508,0.021955823,0.011425149241032533,-0.01691347316766667,-0.01691347316766667,-0.018076364,2.2772676716558795,1.1432789129813699
22,5,30,-0.043368537,0.054269232,0.017647233358425045,-0.015694782276666666,-0.015694782276666666,-0.017427387500000002,5.8550411236142,1.7698220546633237
22,5,3,-0.011216254,-0.0034233595,0.003236310422574414,-0.0069001813,-0.0069001813,-0.0060609304,-1.4999999999999998,-0.3715459086795855
22,6,30,-0.058280636,0.018358693,0.010115744103366776,-0.016705425226666668,-0.016705425226666668,-0.0168403905,11.334167358278208,-0.9118002888621944
22,6,30,-0.1043544,0.2644427,0.058940342739109766,-0.010621206187333332,-0.010621206187333332,-0.017882207499999997,13.211929642697989,3.1897464097859944
