Partcipant ID, Activity ID, Sample Count, Min, Max, Std. Deviation, Average, Mean, Median, Kurtosis, Skewness
1,1,30,0.20356167,0.35878664,0.0433109666924423,0.2793099773333333,0.2793099773333333,0.279214325,-0.809194032721543,0.06363502870140891
1,1,30,0.1801943,0.35919361,0.04423589838102608,0.27963136066666666,0.27963136066666666,0.28215868499999996,-0.6273020939368759,-0.1832779858306937
1,1,30,0.15618659,0.39824941,0.0464993576081529,0.27401032266666664,0.27401032266666664,0.28248207000000003,0.7858294889690547,0.05523494333650026
1,1,5,0.1902231,0.36562924,0.06586045122456341,0.27157445199999997,0.27157445199999997,0.2408087,-1.5272853667129336,0.28322887199133856
1,2,30,0.14085877,0.37052032,0.05630918992264754,0.25931257599999996,0.25931257599999996,0.26591073,-0.47931250076521925,-0.19298484311226202
1,2,23,0.17993953,0.32955346,0.038252652661025024,0.25043879434782607,0.25043879434782607,0.25745284,-0.592298982442454,-0.20499592691404195
1,3,30,0.13046118,0.4699458,0.09027600744591949,0.29461641433333335,0.29461641433333335,0.28145060499999996,-0.7935390919899645,0.18470204627922907
1,3,19,0.18594631,0.41983326,0.07002960522175607,0.2806176457894737,0.2806176457894737,0.26097364,-0.9852957987361819,0.4234665367624023
1,4,30,-0.041701306,0.30368927,0.07661414667608425,0.25204258416666664,0.25204258416666664,0.27794673000000003,7.4679111912808995,-2.9248306193608875
1,4,17,0.2645391,0.31076307,0.009027344166706704,0.27746400294117646,0.27746400294117646,0.27682826,8.176993465963028,2.72796350992807
1,5,30,0.26076161,0.29794572,0.005811468314629049,0.279130286,0.279130286,0.27843791500000004,4.649065092252643,0.4226076624390465
1,5,23,0.26580577,0.32236308,0.010010610186471279,0.27864025043478263,0.27864025043478263,0.27734354,12.96596358489748,3.507270953406693
1,6,30,-0.36120533,0.40347433,0.19636967637220076,0.21151528003333334,0.21151528003333334,0.27806494000000004,2.183349137389337,-1.9011793744378427
1,6,20,-0.083287063,0.32588645,0.10813875839898426,0.23672268980000002,0.23672268980000002,0.27772898,3.9650310434087714,-2.323335231886228
3,1,30,0.20231704,0.36888214,0.0402548959100897,0.27308970799999993,0.27308970799999993,0.271801425,-0.2685722192556459,0.5149627492097366
3,1,28,0.18181686,0.38523426,0.05325659203125366,0.27822219857142855,0.27822219857142855,0.266673625,-0.9320502132143602,0.20643651409914765
3,2,30,0.058825669,0.40464083,0.08567387303890665,0.2576371640333333,0.2576371640333333,0.26821859000000003,-0.4476133499848296,-0.40091320082989285
3,2,29,0.12138473,0.39052715,0.06510554494253692,0.2641123306896552,0.2641123306896552,0.26812381,-0.11840026736535414,-0.20067723873986637
3,3,30,0.11336129,0.43396328,0.08027011070806434,0.2911446846666667,0.2911446846666667,0.29498016,-0.7255916354184868,-0.2279962254241009
3,3,19,0.13869448,0.42756169,0.07952587549392327,0.29444264263157893,0.29444264263157893,0.27854618,-0.8517543884595065,-0.08125550093269807
